loja,ano,semana,semana_inicio,receita
Loja_12,2025,37,2025-09-08,88156.18
Loja_12,2025,38,2025-09-15,77625.12
Loja_12,2025,39,2025-09-22,101888.38
Loja_12,2025,40,2025-09-29,92652.61
Loja_12,2025,41,2025-10-06,102773.75
Loja_12,2025,42,2025-10-13,103776.61
Loja_12,2025,43,2025-10-20,127727.8
Loja_12,2025,44,2025-10-27,102761.49
Loja_12,2025,45,2025-11-03,94814.59
Loja_12,2025,46,2025-11-10,111466.41
Loja_12,2025,47,2025-11-17,95519.51
Loja_12,2025,48,2025-11-24,117036.94
Loja_12,2025,49,2025-12-01,112387.78
Loja_12,2025,50,2025-12-08,109730.49
Loja_12,2025,51,2025-12-15,101230.74
Loja_12,2025,52,2025-12-22,117049.81
Loja_12,2025,1,2025-12-29,102496.46
Loja_13,2025,2,2025-01-06,118410.91
Loja_13,2025,3,2025-01-13,110956.47
Loja_13,2025,4,2025-01-20,120773.99
Loja_13,2025,5,2025-01-27,111799.85
Loja_13,2025,6,2025-02-03,90174.92
Loja_13,2025,7,2025-02-10,131284.69
Loja_13,2025,8,2025-02-17,121244.77
Loja_13,2025,9,2025-02-24,105967.2
Loja_13,2025,10,2025-03-03,119138.48
Loja_13,2025,11,2025-03-10,113615.05
Loja_13,2025,12,2025-03-17,128192.43
Loja_13,2025,13,2025-03-24,135164.39
Loja_13,2025,14,2025-03-31,164790.88
Loja_13,2025,15,2025-04-07,128185.29
Loja_13,2025,16,2025-04-14,143606.38
Loja_13,2025,17,2025-04-21,137400.71
Loja_13,2025,18,2025-04-28,123898.49
Loja_13,2025,19,2025-05-05,136859.61
Loja_13,2025,20,2025-05-12,134997.67
Loja_13,2025,21,2025-05-19,147983.35
Loja_13,2025,22,2025-05-26,158189.14
Loja_13,2025,23,2025-06-02,117528.24
Loja_13,2025,24,2025-06-09,142589.04
Loja_13,2025,25,2025-06-16,116477.02
Loja_13,2025,26,2025-06-23,133719.87
Loja_13,2025,27,2025-06-30,130614.2
Loja_13,2025,28,2025-07-07,108270.92
Loja_13,2025,29,2025-07-14,123237.25
Loja_13,2025,30,2025-07-21,96130.31
Loja_13,2025,31,2025-07-28,108962.29
Loja_13,2025,32,2025-08-04,121219.05
Loja_13,2025,33,2025-08-11,114048.13
Loja_13,2025,34,2025-08-18,75126.3
Loja_13,2025,35,2025-08-25,98237.09
Loja_13,2025,36,2025-09-01,113076.92
Loja_13,2025,37,2025-09-08,75404.45
Loja_13,2025,38,2025-09-15,95253.5
Loja_13,2025,39,2025-09-22,97794.55
Loja_13,2025,40,2025-09-29,110368.59
Loja_13,2025,41,2025-10-06,115098.96
Loja_13,2025,42,2025-10-13,113896.05
Loja_13,2025,43,2025-10-20,105409.5
Loja_13,2025,44,2025-10-27,94880.02
Loja_13,2025,45,2025-11-03,106360.55
Loja_13,2025,46,2025-11-10,96190.88
Loja_13,2025,47,2025-11-17,115408.39
Loja_13,2025,48,2025-11-24,135152.6
Loja_13,2025,49,2025-12-01,107273.53
Loja_13,2025,50,2025-12-08,108559.06
Loja_13,2025,51,2025-12-15,124439.23
Loja_13,2025,52,2025-12-22,109722.93
Loja_13,2025,1,2025-12-29,106232.4
Loja_14,2025,2,2025-01-06,124694.86
Loja_14,2025,3,2025-01-13,114773.21
Loja_14,2025,4,2025-01-20,141376.25
Loja_14,2025,5,2025-01-27,131385.95
Loja_14,2025,6,2025-02-03,118328.7
Loja_14,2025,7,2025-02-10,127685.3
Loja_14,2025,8,2025-02-17,142512.53
Loja_14,2025,9,2025-02-24,152330.93
Loja_14,2025,10,2025-03-03,141202.79
Loja_14,2025,11,2025-03-10,124929.69
Loja_14,2025,12,2025-03-17,147344.96
Loja_14,2025,13,2025-03-24,132190.65
Loja_14,2025,14,2025-03-31,143336.73
Loja_14,2025,15,2025-04-07,121030.68
Loja_14,2025,16,2025-04-14,155968.99
Loja_14,2025,17,2025-04-21,133074.23
Loja_14,2025,18,2025-04-28,95146.39
Loja_14,2025,19,2025-05-05,140068.02
Loja_14,2025,20,2025-05-12,133574.32
Loja_14,2025,21,2025-05-19,123559.8
Loja_14,2025,22,2025-05-26,126071.71
Loja_14,2025,23,2025-06-02,136164.92
Loja_14,2025,24,2025-06-09,106885.91
Loja_14,2025,25,2025-06-16,157785.1
Loja_14,2025,26,2025-06-23,115883.97
Loja_14,2025,27,2025-06-30,104161.95
Loja_14,2025,28,2025-07-07,157330.15
Loja_14,2025,29,2025-07-14,121087.77
Loja_14,2025,30,2025-07-21,138335.86
Loja_14,2025,31,2025-07-28,161262.72
Loja_14,2025,32,2025-08-04,86134.16
Loja_14,2025,33,2025-08-11,114515.74
Loja_14,2025,34,2025-08-18,119264.2
Loja_14,2025,35,2025-08-25,122020.91
Loja_14,2025,36,2025-09-01,124887.98
Loja_14,2025,37,2025-09-08,136795.16
Loja_14,2025,38,2025-09-15,128878.42
Loja_14,2025,39,2025-09-22,126479.06
Loja_14,2025,40,2025-09-29,134516.37
Loja_14,2025,41,2025-10-06,94698.72
Loja_14,2025,42,2025-10-13,98717.93
Loja_14,2025,43,2025-10-20,118692.59
Loja_14,2025,44,2025-10-27,95561.73
Loja_14,2025,45,2025-11-03,111528.77
Loja_14,2025,46,2025-11-10,147127.29
Loja_14,2025,47,2025-11-17,130882.58
Loja_14,2025,48,2025-11-24,115568.37
Loja_14,2025,49,2025-12-01,128143.96
Loja_14,2025,50,2025-12-08,132233.05
Loja_14,2025,51,2025-12-15,141576.22
Loja_14,2025,52,2025-12-22,162033.32
Loja_14,2025,1,2025-12-29,156684.93
Loja_15,2025,2,2025-01-06,107186.03
Loja_15,2025,3,2025-01-13,81479.74
Loja_15,2025,4,2025-01-20,111553.54
Loja_15,2025,5,2025-01-27,102720.34
Loja_15,2025,6,2025-02-03,107446.01
Loja_15,2025,7,2025-02-10,91160.53
Loja_15,2025,8,2025-02-17,121864.75
Loja_15,2025,9,2025-02-24,105676.18
Loja_15,2025,10,2025-03-03,103685.17
Loja_15,2025,11,2025-03-10,107513.25
Loja_15,2025,12,2025-03-17,142714.05
Loja_15,2025,13,2025-03-24,107947.31
Loja_15,2025,14,2025-03-31,109134.93
Loja_15,2025,15,2025-04-07,129053.75
Loja_15,2025,16,2025-04-14,130574.93
Loja_15,2025,17,2025-04-21,127961.57
Loja_15,2025,18,2025-04-28,149001.89
Loja_15,2025,19,2025-05-05,100883.7
Loja_15,2025,20,2025-05-12,115752.35
Loja_15,2025,21,2025-05-19,94033.1
Loja_15,2025,22,2025-05-26,119976.06
Loja_15,2025,23,2025-06-02,133842.76
Loja_15,2025,24,2025-06-09,121928.62
Loja_15,2025,25,2025-06-16,88485.62
Loja_15,2025,26,2025-06-23,87668.49
Loja_15,2025,27,2025-06-30,104672.97
Loja_15,2025,28,2025-07-07,115172.03
Loja_15,2025,29,2025-07-14,106064.11
Loja_15,2025,30,2025-07-21,93480.79
Loja_15,2025,31,2025-07-28,98442.06
Loja_15,2025,32,2025-08-04,97112.27
Loja_15,2025,33,2025-08-11,118115.45
Loja_15,2025,34,2025-08-18,87607.62
Loja_15,2025,35,2025-08-25,85571.74
Loja_15,2025,36,2025-09-01,131827.17
Loja_15,2025,37,2025-09-08,83456.74
Loja_15,2025,38,2025-09-15,85950.48
Loja_15,2025,39,2025-09-22,98270.72
Loja_15,2025,40,2025-09-29,88261.71
Loja_15,2025,41,2025-10-06,104514.18
Loja_15,2025,42,2025-10-13,97930.26
Loja_15,2025,43,2025-10-20,104653.42
Loja_15,2025,44,2025-10-27,108847.08
Loja_15,2025,45,2025-11-03,89063.15
Loja_15,2025,46,2025-11-10,113379.1
Loja_15,2025,47,2025-11-17,100537.94
Loja_15,2025,48,2025-11-24,86341.31
Loja_15,2025,49,2025-12-01,116119.82
Loja_15,2025,50,2025-12-08,92148.08
Loja_15,2025,51,2025-12-15,138832.64
Loja_15,2025,52,2025-12-22,129998.8
Loja_15,2025,1,2025-12-29,98437.64
Loja_16,2025,2,2025-01-06,134552.45
Loja_16,2025,3,2025-01-13,113150.77
Loja_16,2025,4,2025-01-20,110102.21
Loja_16,2025,5,2025-01-27,126878.18
Loja_16,2025,6,2025-02-03,120686.55
Loja_16,2025,7,2025-02-10,154328.17
Loja_16,2025,8,2025-02-17,120252.72
Loja_16,2025,9,2025-02-24,135046.46
Loja_16,2025,10,2025-03-03,154159.63
Loja_16,2025,11,2025-03-10,137231.11
Loja_16,2025,12,2025-03-17,167763.41
Loja_16,2025,13,2025-03-24,154901.02
Loja_16,2025,14,2025-03-31,132455.19
Loja_16,2025,15,2025-04-07,159829.7
Loja_16,2025,16,2025-04-14,147010.74
Loja_16,2025,17,2025-04-21,153693.92
Loja_16,2025,18,2025-04-28,156751.18
Loja_16,2025,19,2025-05-05,165004.05
Loja_16,2025,20,2025-05-12,141961.21
Loja_16,2025,21,2025-05-19,165511.41
Loja_16,2025,22,2025-05-26,159926.13
Loja_16,2025,23,2025-06-02,130161.63
Loja_16,2025,24,2025-06-09,134086.69
Loja_16,2025,25,2025-06-16,123122.08
Loja_16,2025,26,2025-06-23,138844.3
Loja_16,2025,27,2025-06-30,147614.39
Loja_16,2025,28,2025-07-07,141296.3
Loja_16,2025,29,2025-07-14,130676.05
Loja_16,2025,30,2025-07-21,102619.42
Loja_16,2025,31,2025-07-28,110384.35
Loja_16,2025,32,2025-08-04,96959.21
Loja_16,2025,33,2025-08-11,106562.78
Loja_16,2025,34,2025-08-18,103021.76
Loja_16,2025,35,2025-08-25,116939.61
Loja_16,2025,36,2025-09-01,107686.93
Loja_16,2025,37,2025-09-08,110460.11
Loja_16,2025,38,2025-09-15,94970.37
Loja_16,2025,39,2025-09-22,132961.55
Loja_16,2025,40,2025-09-29,107575.2
Loja_16,2025,41,2025-10-06,123749.4
Loja_16,2025,42,2025-10-13,109545.22
Loja_16,2025,43,2025-10-20,127149.95
Loja_16,2025,44,2025-10-27,129486.58
Loja_16,2025,45,2025-11-03,113134.35
Loja_16,2025,46,2025-11-10,130861.19
Loja_16,2025,47,2025-11-17,108309.79
Loja_16,2025,48,2025-11-24,103918.98
Loja_16,2025,49,2025-12-01,126213.95
Loja_16,2025,50,2025-12-08,168541.79
Loja_16,2025,51,2025-12-15,120837.42
Loja_16,2025,52,2025-12-22,132243.01
Loja_16,2025,1,2025-12-29,110675.87
Loja_17,2025,2,2025-01-06,76356.87
Loja_17,2025,3,2025-01-13,88306.43
Loja_17,2025,4,2025-01-20,99483.21
Loja_17,2025,5,2025-01-27,131201.38
Loja_17,2025,6,2025-02-03,135188.09
Loja_17,2025,7,2025-02-10,111027.59
Loja_17,2025,8,2025-02-17,106879.08
Loja_17,2025,9,2025-02-24,140778.84
Loja_17,2025,10,2025-03-03,94764.89
Loja_17,2025,11,2025-03-10,145663.07
Loja_17,2025,12,2025-03-17,158877.36
Loja_17,2025,13,2025-03-24,128632.07
Loja_17,2025,14,2025-03-31,127883.06
Loja_17,2025,15,2025-04-07,113703.07
Loja_17,2025,16,2025-04-14,112362.84
Loja_17,2025,17,2025-04-21,131334.41
Loja_17,2025,18,2025-04-28,134878.54
Loja_17,2025,19,2025-05-05,136687.59
Loja_17,2025,20,2025-05-12,109123.16
Loja_17,2025,21,2025-05-19,127270.71
Loja_17,2025,22,2025-05-26,130409.84
Loja_17,2025,23,2025-06-02,122557.35
Loja_17,2025,24,2025-06-09,107834.9
Loja_17,2025,25,2025-06-16,105278.31
Loja_17,2025,26,2025-06-23,130203.21
Loja_17,2025,27,2025-06-30,109728.96
Loja_17,2025,28,2025-07-07,127383.0
Loja_17,2025,29,2025-07-14,121292.04
Loja_17,2025,30,2025-07-21,106525.2
Loja_17,2025,31,2025-07-28,115871.27
Loja_17,2025,32,2025-08-04,110420.54
Loja_17,2025,33,2025-08-11,134542.32
Loja_17,2025,34,2025-08-18,105934.06
Loja_17,2025,35,2025-08-25,104138.53
Loja_17,2025,36,2025-09-01,107609.43
Loja_17,2025,37,2025-09-08,119621.75
Loja_17,2025,38,2025-09-15,111068.27
Loja_17,2025,39,2025-09-22,119303.48
Loja_17,2025,40,2025-09-29,124251.16
Loja_17,2025,41,2025-10-06,120418.77
Loja_17,2025,42,2025-10-13,129448.58
Loja_17,2025,43,2025-10-20,100711.68
Loja_17,2025,44,2025-10-27,95948.43
Loja_17,2025,45,2025-11-03,108065.95
Loja_17,2025,46,2025-11-10,105143.91
Loja_17,2025,47,2025-11-17,139239.26
Loja_17,2025,48,2025-11-24,131025.17
Loja_17,2025,49,2025-12-01,124507.2
Loja_17,2025,50,2025-12-08,134413.17
Loja_17,2025,51,2025-12-15,113372.38
Loja_17,2025,52,2025-12-22,130998.32
Loja_17,2025,1,2025-12-29,92715.64
Loja_18,2025,2,2025-01-06,110868.63
Loja_18,2025,3,2025-01-13,142726.95
Loja_18,2025,4,2025-01-20,143207.51
Loja_18,2025,5,2025-01-27,171098.16
Loja_18,2025,6,2025-02-03,137042.11
Loja_18,2025,7,2025-02-10,172608.46
Loja_18,2025,8,2025-02-17,167661.12
Loja_18,2025,9,2025-02-24,170042.48
Loja_18,2025,10,2025-03-03,200434.91
Loja_18,2025,11,2025-03-10,167866.57
Loja_18,2025,12,2025-03-17,133941.55
Loja_18,2025,13,2025-03-24,176522.01
Loja_18,2025,14,2025-03-31,146568.24
Loja_18,2025,15,2025-04-07,166170.61
Loja_18,2025,16,2025-04-14,146029.8
Loja_18,2025,17,2025-04-21,178627.41
Loja_18,2025,18,2025-04-28,150040.27
Loja_18,2025,19,2025-05-05,150198.96
Loja_18,2025,20,2025-05-12,160368.74
Loja_18,2025,21,2025-05-19,152809.28
Loja_18,2025,22,2025-05-26,178025.34
Loja_18,2025,23,2025-06-02,158385.41
Loja_18,2025,24,2025-06-09,150020.96
Loja_18,2025,25,2025-06-16,153188.36
Loja_18,2025,26,2025-06-23,125776.37
Loja_18,2025,27,2025-06-30,149739.2
Loja_18,2025,28,2025-07-07,164032.12
Loja_18,2025,29,2025-07-14,136024.03
Loja_18,2025,30,2025-07-21,152541.57
Loja_18,2025,31,2025-07-28,129330.87
Loja_18,2025,32,2025-08-04,144072.73
Loja_18,2025,33,2025-08-11,135384.3
Loja_18,2025,34,2025-08-18,138549.72
Loja_18,2025,35,2025-08-25,120418.75
Loja_18,2025,36,2025-09-01,138910.84
Loja_18,2025,37,2025-09-08,117544.2
Loja_18,2025,38,2025-09-15,120135.59
Loja_18,2025,39,2025-09-22,114606.85
Loja_18,2025,40,2025-09-29,118455.33
Loja_18,2025,41,2025-10-06,142885.56
Loja_18,2025,42,2025-10-13,129844.72
Loja_18,2025,43,2025-10-20,114555.94
Loja_18,2025,44,2025-10-27,150046.36
Loja_18,2025,45,2025-11-03,150535.26
Loja_18,2025,46,2025-11-10,114858.84
Loja_18,2025,47,2025-11-17,147212.54
Loja_18,2025,48,2025-11-24,128548.89
Loja_18,2025,49,2025-12-01,153536.74
Loja_18,2025,50,2025-12-08,159298.1
Loja_18,2025,51,2025-12-15,138853.85
Loja_18,2025,52,2025-12-22,127571.83
Loja_18,2025,1,2025-12-29,165217.22
Loja_19,2025,2,2025-01-06,123816.3
Loja_19,2025,3,2025-01-13,125039.36
Loja_19,2025,4,2025-01-20,131274.68
Loja_19,2025,5,2025-01-27,163290.06
Loja_19,2025,6,2025-02-03,171287.45
Loja_19,2025,7,2025-02-10,151362.63
Loja_19,2025,8,2025-02-17,125714.47
Loja_19,2025,9,2025-02-24,156644.9
Loja_19,2025,10,2025-03-03,113919.41
Loja_19,2025,11,2025-03-10,131099.6
Loja_19,2025,12,2025-03-17,148147.93
Loja_19,2025,13,2025-03-24,121875.46
Loja_19,2025,14,2025-03-31,119140.89
Loja_19,2025,15,2025-04-07,141657.48
Loja_19,2025,16,2025-04-14,123040.65
Loja_19,2025,17,2025-04-21,134904.43
Loja_19,2025,18,2025-04-28,144995.53
Loja_19,2025,19,2025-05-05,147171.94
Loja_19,2025,20,2025-05-12,121101.36
Loja_19,2025,21,2025-05-19,138716.78
Loja_19,2025,22,2025-05-26,138034.23
Loja_19,2025,23,2025-06-02,152782.26
Loja_19,2025,24,2025-06-09,165250.68
Loja_19,2025,25,2025-06-16,121907.6
Loja_19,2025,26,2025-06-23,134308.73
Loja_19,2025,27,2025-06-30,137506.34
Loja_19,2025,28,2025-07-07,150209.24
Loja_19,2025,29,2025-07-14,125322.3
Loja_19,2025,30,2025-07-21,118214.21
Loja_19,2025,31,2025-07-28,132942.1
Loja_19,2025,32,2025-08-04,125381.74
Loja_19,2025,33,2025-08-11,113125.42
Loja_19,2025,34,2025-08-18,117670.19
Loja_19,2025,35,2025-08-25,124824.93
Loja_19,2025,36,2025-09-01,108816.13
Loja_19,2025,37,2025-09-08,121981.88
Loja_19,2025,38,2025-09-15,109477.95
Loja_19,2025,39,2025-09-22,120212.55
Loja_19,2025,40,2025-09-29,136012.02
Loja_19,2025,41,2025-10-06,126271.6
Loja_19,2025,42,2025-10-13,110568.92
Loja_19,2025,43,2025-10-20,143433.14
Loja_19,2025,44,2025-10-27,96482.38
Loja_19,2025,45,2025-11-03,123111.49
Loja_19,2025,46,2025-11-10,134887.12
Loja_19,2025,47,2025-11-17,113101.81
Loja_19,2025,48,2025-11-24,123853.45
Loja_19,2025,49,2025-12-01,104143.83
Loja_19,2025,50,2025-12-08,134827.84
Loja_19,2025,51,2025-12-15,141829.82
Loja_19,2025,52,2025-12-22,140819.81
Loja_19,2025,1,2025-12-29,148561.6
Loja_20,2025,2,2025-01-06,137691.9
Loja_20,2025,3,2025-01-13,155984.87
Loja_20,2025,4,2025-01-20,112801.61
Loja_20,2025,5,2025-01-27,171124.31
Loja_20,2025,6,2025-02-03,135627.5
Loja_20,2025,7,2025-02-10,122614.63
Loja_20,2025,8,2025-02-17,151095.92
Loja_20,2025,9,2025-02-24,190089.39
Loja_20,2025,10,2025-03-03,159736.2
Loja_20,2025,11,2025-03-10,171581.03
Loja_20,2025,12,2025-03-17,167172.89
Loja_20,2025,13,2025-03-24,182942.1
Loja_20,2025,14,2025-03-31,125302.83
Loja_20,2025,15,2025-04-07,148781.7
Loja_20,2025,16,2025-04-14,153224.56
Loja_20,2025,17,2025-04-21,136747.07
Loja_20,2025,18,2025-04-28,205254.27
Loja_20,2025,19,2025-05-05,129222.77
Loja_20,2025,20,2025-05-12,163490.3
Loja_20,2025,21,2025-05-19,142973.05
Loja_20,2025,22,2025-05-26,159985.65
Loja_20,2025,23,2025-06-02,170421.22
Loja_20,2025,24,2025-06-09,134105.34
Loja_20,2025,25,2025-06-16,165390.92
Loja_20,2025,26,2025-06-23,140752.73
Loja_20,2025,27,2025-06-30,127782.24
Loja_20,2025,28,2025-07-07,137996.48
Loja_20,2025,29,2025-07-14,144390.43
Loja_20,2025,30,2025-07-21,128273.97
Loja_20,2025,31,2025-07-28,171678.98
Loja_20,2025,32,2025-08-04,167972.64
Loja_20,2025,33,2025-08-11,113409.58
Loja_20,2025,34,2025-08-18,120321.65
Loja_20,2025,35,2025-08-25,146980.11
Loja_20,2025,36,2025-09-01,144873.19
Loja_20,2025,37,2025-09-08,117271.85
Loja_20,2025,38,2025-09-15,126760.82
Loja_20,2025,39,2025-09-22,156995.51
Loja_20,2025,40,2025-09-29,158433.62
Loja_20,2025,41,2025-10-06,135940.66
Loja_20,2025,42,2025-10-13,121436.33
Loja_20,2025,43,2025-10-20,126484.9
Loja_20,2025,44,2025-10-27,160682.97
Loja_20,2025,45,2025-11-03,161108.88
Loja_20,2025,46,2025-11-10,160578.88
Loja_20,2025,47,2025-11-17,172386.66
Loja_20,2025,48,2025-11-24,119587.76
Loja_20,2025,49,2025-12-01,150105.05
Loja_20,2025,50,2025-12-08,157155.44
Loja_20,2025,51,2025-12-15,164902.22
Loja_20,2025,52,2025-12-22,148503.92
Loja_20,2025,1,2025-12-29,144517.86
